,iso2c,code,year,country,trade,gdppc,education,competitiveness,urban,id,cocscore
1237,ER,ERI,2006,Eritrea,45.26084605,6402336055,29.92035,216,19.196,1574,-0.249099776
1238,ER,ERI,2007,Eritrea,34.55955953,6493685998,29.02909,216,19.518,1790,-0.494970024
1239,ER,ERI,2008,Eritrea,30.56095005,5858406747,30.87356,216,19.854,2006,-0.320255846
1240,ER,ERI,2009,Eritrea,27.97214161,6085507975,32.8586,216,20.206,2222,-0.428718746
1241,ER,ERI,2010,Eritrea,28.13432287,6219035616,34.10423,216,20.572,2438,-0.474667937
1242,ER,ERI,2011,Eritrea,37.5299147,6758835465,35.3206,216,20.954,2654,-0.568008423
1243,ER,ERI,2012,Eritrea,NA,NA,36.54612,216,21.352,2870,-0.649177909
1244,ER,ERI,2013,Eritrea,NA,NA,35.51931,216,21.765,3086,-0.795023501
1245,ER,ERI,2014,Eritrea,NA,NA,NA,216,22.193,3302,-0.861256123
1246,ES,ESP,1996,Spain,46.32842342,1.0365E+12,117.60993,NA,75.938,179,1.046503663
1247,ES,ESP,1997,Spain,51.29225228,1.07475E+12,115.19182,NA,76.019,NA,NA
1248,ES,ESP,1998,Spain,52.86422329,1.12102E+12,106.09231,NA,76.1,395,1.373446226
1249,ES,ESP,1999,Spain,54.73805181,1.1713E+12,107.80014,NA,76.181,NA,NA
1250,ES,ESP,2000,Spain,60.23783366,1.23325E+12,110.26851,NA,76.262,611,1.327863097
1251,ES,ESP,2001,Spain,58.07415858,1.2826E+12,111.8034,NA,76.343,NA,NA
1252,ES,ESP,2002,Spain,54.98286373,1.31953E+12,111.89637,NA,76.533,827,1.332217097
1253,ES,ESP,2003,Spain,53.11137165,1.36159E+12,112.23282,NA,76.778,1043,1.353897572
1254,ES,ESP,2004,Spain,54.21246314,1.40471E+12,113.95747,NA,77.022,1259,1.339763522
1255,ES,ESP,2005,Spain,54.33510358,1.45701E+12,117.51314,298,77.263,1475,1.291146755
1256,ES,ESP,2006,Spain,55.65927296,1.51783E+12,117.54267,298,77.502,1691,1.117639065
1257,ES,ESP,2007,Spain,57.40645647,1.57503E+12,117.50554,298,77.74,1907,0.991071999
1258,ES,ESP,2008,Spain,55.75883326,1.59261E+12,117.6678,234,77.976,2123,1.10526967
1259,ES,ESP,2009,Spain,46.49797875,1.53569E+12,118.39464,213,78.21,2339,0.995314002
1260,ES,ESP,2010,Spain,52.34463828,1.5359E+12,124.38406,197,78.442,2555,1.013277054
1261,ES,ESP,2011,Spain,58.08804639,1.52054E+12,128.59216,187,78.673,2771,1.054530501
1262,ES,ESP,2012,Spain,59.75565554,1.4807E+12,131.03416,167,78.902,2987,1.047875762
1263,ES,ESP,2013,Spain,60.70425649,1.45594E+12,131.08604,167,79.129,3203,0.81308955
1264,ES,ESP,2014,Spain,62.59585462,1.47576E+12,NA,167,79.355,3419,0.526028931
1265,ET,ETH,1996,Ethiopia,NA,37037504562,10.85953,NA,14.006,64,-1.15256238
1266,ET,ETH,1997,Ethiopia,NA,38198225461,NA,NA,14.186,NA,NA
1267,ET,ETH,1998,Ethiopia,NA,36877277672,NA,NA,14.369,280,-0.691003978
1268,ET,ETH,1999,Ethiopia,NA,38780936521,12.38864,NA,14.553,NA,NA
1269,ET,ETH,2000,Ethiopia,NA,41136187142,13.5022,NA,14.74,496,-0.48982501
1270,ET,ETH,2001,Ethiopia,NA,44551028046,16.38871,NA,14.927,NA,NA
1271,ET,ETH,2002,Ethiopia,NA,45225853914,18.60767,NA,15.118,712,-0.728097796
1272,ET,ETH,2003,Ethiopia,NA,44248360524,19.49936,NA,15.31,928,-0.678868175
1273,ET,ETH,2004,Ethiopia,NA,50254014900,21.91142,NA,15.504,1144,-0.716092169
1274,ET,ETH,2005,Ethiopia,NA,56193419294,24.75036,212,15.7,1360,-0.769132316
1275,ET,ETH,2006,Ethiopia,NA,62281822907,28.83949,212,15.899,1576,-0.622632086
1276,ET,ETH,2007,Ethiopia,NA,69416932547,31.98987,198,16.116,1792,-0.606462002
1277,ET,ETH,2008,Ethiopia,NA,76905993365,33.20387,198,16.51,2008,-0.663394928
1278,ET,ETH,2009,Ethiopia,NA,83675684347,33.48889,198,16.91,2224,-0.718117893
1279,ET,ETH,2010,Ethiopia,NA,94177433194,34.80822,198,17.319,2440,-0.703992009
1280,ET,ETH,2011,Ethiopia,48.23287045,1.04705E+11,36.04823,198,17.735,2656,-0.6756953
1281,ET,ETH,2012,Ethiopia,45.39789515,1.1376E+11,36.23122,306,18.16,2872,-0.607123673
1282,ET,ETH,2013,Ethiopia,41.47179104,1.25798E+11,NA,306,18.59,3088,-0.504982233
1283,ET,ETH,2014,Ethiopia,40.74108626,1.38729E+11,NA,306,19.028,3304,-0.432153493
1322,FI,FIN,1996,Finland,65.73682148,1.44562E+11,115.91645,NA,81.223,66,2.364341974
1323,FI,FIN,1997,Finland,68.26382994,1.536E+11,117.74936,NA,81.466,NA,NA
1324,FI,FIN,1998,Finland,67.018325,1.61938E+11,117.64728,NA,81.707,282,2.371608973
1325,FI,FIN,1999,Finland,66.23622196,1.69135E+11,120.58488,NA,81.946,NA,NA
1326,FI,FIN,2000,Finland,74.99431239,1.78665E+11,124.75918,NA,82.183,498,2.585615635
1327,FI,FIN,2001,Finland,70.26592909,1.83276E+11,127.31501,NA,82.368,NA,NA
1328,FI,FIN,2002,Finland,69.29037218,1.86356E+11,128.98347,NA,82.503,714,2.458254814
1329,FI,FIN,2003,Finland,68.03765942,1.90072E+11,131.7437,NA,82.638,930,2.4804883
1330,FI,FIN,2004,Finland,70.99137414,1.97534E+11,110.91247,NA,82.772,1146,2.526765108
1331,FI,FIN,2005,Finland,76.62771387,2.03025E+11,111.97108,269,82.905,1362,2.349600315
1332,FI,FIN,2006,Finland,82.18278935,2.11258E+11,111.61355,269,83.037,1578,2.552691698
1333,FI,FIN,2007,Finland,83.1759422,2.22212E+11,110.32909,269,83.168,1794,2.470692396
1334,FI,FIN,2008,Finland,86.51186561,2.23813E+11,108.74427,269,83.299,2010,2.411305428
1335,FI,FIN,2009,Finland,70.53124085,2.05306E+11,107.4238,243,83.429,2226,2.303012848
1336,FI,FIN,2010,Finland,76.08979156,2.11449E+11,107.27259,243,83.558,2442,2.181958437
1337,FI,FIN,2011,Finland,79.16990486,2.16885E+11,107.47822,93,83.688,2658,2.218839169
1338,FI,FIN,2012,Finland,80.40571992,2.13792E+11,107.4859,93,83.819,2874,2.22157979
1339,FI,FIN,2013,Finland,78.7218301,2.11395E+11,143.21857,93,83.952,3090,2.191954136
1340,FI,FIN,2014,Finland,76.61737613,2.1054E+11,NA,93,84.086,3306,2.179595709
1341,FJ,FJI,1996,Fiji,121.6934404,5412926985,NA,NA,46.282,65,0.44343102
1342,FJ,FJI,1997,Fiji,119.480004,5293842586,NA,NA,46.732,NA,NA
1343,FJ,FJI,1998,Fiji,119.1086673,5362662663,78.76781,NA,47.123,281,0.137186706
1344,FJ,FJI,1999,Fiji,122.4426842,5834576906,78.34432,NA,47.515,NA,NA
1345,FJ,FJI,2000,Fiji,135.421932,5735389143,78.34345,NA,47.908,497,0.037424542
1346,FJ,FJI,2001,Fiji,129.399223,5850096859,79.06708,NA,48.3,NA,NA
1347,FJ,FJI,2002,Fiji,125.408769,6037299993,82.3459,NA,48.692,713,0.032704089
1348,FJ,FJI,2003,Fiji,128.1137607,6097672931,86.04211,NA,49.085,929,-0.286183506
1349,FJ,FJI,2004,Fiji,124.2307115,6420849657,90.84943,NA,49.479,1145,-0.075327232
1350,FJ,FJI,2005,Fiji,118.250842,6465795603,NA,140,49.871,1361,-0.61113584
1351,FJ,FJI,2006,Fiji,117.8216524,6585573333,91.00838,140,50.264,1577,-0.267986476
1352,FJ,FJI,2007,Fiji,110.6338233,6529552915,89.1594,140,50.657,1793,-0.36476174
1353,FJ,FJI,2008,Fiji,130.7203988,6596989765,87.86987,140,51.051,2009,-0.386824191
1354,FJ,FJI,2009,Fiji,109.2519797,6505553012,86.8852,150,51.44,2225,-0.739660382
1355,FJ,FJI,2010,Fiji,121.7308549,6697770841,NA,163,51.828,2441,-0.849089384
1356,FJ,FJI,2011,Fiji,124.1944301,6493470337,90.92162,163,52.214,2657,-0.444070667
1357,FJ,FJI,2012,Fiji,125.1067476,6599637953,88.66825,163,52.596,2873,-0.450732797
1358,FJ,FJI,2013,Fiji,125.9735722,6952810520,NA,195,52.976,3089,-0.420134604
1359,FJ,FJI,2014,Fiji,117.6010476,7435653752,NA,195,53.354,3305,-0.028947352
1398,FR,FRA,1996,France,43.93653441,1.86072E+12,112.67597,NA,75.082,67,1.25722456
1399,FR,FRA,1997,France,47.5813221,1.90422E+12,111.52936,NA,75.25,NA,NA
1400,FR,FRA,1998,France,49.0057228,1.97193E+12,110.52375,NA,75.417,283,1.404148698
1401,FR,FRA,1999,France,49.23300565,2.03912E+12,109.55675,NA,75.614,NA,NA
1402,FR,FRA,2000,France,55.25936459,2.11814E+12,108.77755,NA,75.871,499,1.357241511
1403,FR,FRA,2001,France,54.31666763,2.15953E+12,107.88068,NA,76.127,NA,NA
1404,FR,FRA,2002,France,52.41551091,2.18369E+12,107.7099,NA,76.38,715,1.239121675
1405,FR,FRA,2003,France,50.13197446,2.20158E+12,108.17622,NA,76.632,931,1.339418411
1406,FR,FRA,2004,France,51.19677804,2.26293E+12,107.9212,NA,76.883,1147,1.343728185
1407,FR,FRA,2005,France,53.1520143,2.29931E+12,112.27382,132,77.13,1363,1.350132704
1408,FR,FRA,2006,France,55.18724501,2.35392E+12,112.07455,132,77.377,1579,1.455724835
1409,FR,FRA,2007,France,55.54770336,2.40951E+12,111.83735,132,77.621,1795,1.442007065
1410,FR,FRA,2008,France,56.52383696,2.41421E+12,111.62556,132,77.864,2011,1.378449798
1411,FR,FRA,2009,France,49.56784804,2.3432E+12,111.17852,132,78.106,2227,1.417404175
1412,FR,FRA,2010,France,53.96843903,2.38926E+12,111.3269,132,78.345,2443,1.435974836
1413,FR,FRA,2011,France,58.16900437,2.43894E+12,111.22241,132,78.584,2659,1.522057056
1414,FR,FRA,2012,France,59.20038487,2.44339E+12,111.66532,132,78.82,2875,1.421854019
1415,FR,FRA,2013,France,58.86060669,2.45944E+12,110.94065,137,79.055,3091,1.302121043
1416,FR,FRA,2014,France,59.22125218,2.46385E+12,NA,137,79.289,3307,1.273813844
1417,GA,GAB,1996,Gabon,95.67090085,22031436998,49.22062,NA,76.431,69,-1.017737865
1418,GA,GAB,1997,Gabon,98.53626451,23295681795,49.69793,NA,77.437,NA,NA
1419,GA,GAB,1998,Gabon,95.97478261,24105866841,NA,NA,78.379,285,-0.874949098
1420,GA,GAB,1999,Gabon,97.73145246,21952580682,47.87279,NA,79.26,NA,NA
1421,GA,GAB,2000,Gabon,101.7019289,21539220965,NA,NA,80.082,501,-0.503677428
1422,GA,GAB,2001,Gabon,83.63861324,21999133610,52.47724,NA,80.85,NA,NA
1423,GA,GAB,2002,Gabon,84.75908154,21944348470,53.30364,NA,81.565,717,-0.419007808
1424,GA,GAB,2003,Gabon,80.30260821,22437510399,NA,NA,82.23,933,-0.474567086
1425,GA,GAB,2004,Gabon,81.76753714,22592226695,NA,NA,82.847,1149,-0.761640668
1426,GA,GAB,2005,Gabon,84.75080473,23473482916,NA,488,83.421,1365,-0.545076549
1427,GA,GAB,2006,Gabon,89.77130956,22620306919,NA,488,83.952,1581,-0.96201247
1428,GA,GAB,2007,Gabon,85.13247916,24087600292,NA,488,84.443,1797,-1.032892466
1429,GA,GAB,2008,Gabon,88.16848006,23357699828,NA,488,84.896,2013,-1.020521641
1430,GA,GAB,2009,Gabon,81.68940031,23078374547,NA,488,85.313,2229,-0.941673338
1431,GA,GAB,2010,Gabon,89.15604522,25186720628,NA,488,85.697,2445,-0.780383229
1432,GA,GAB,2011,Gabon,90.49678861,26972900730,NA,488,86.047,2661,-0.786190152
1433,GA,GAB,2012,Gabon,92.3411122,28389268495,NA,488,86.367,2877,-0.551935911
1434,GA,GAB,2013,Gabon,90.63328319,29989972998,NA,488,86.658,3093,-0.557560802
1435,GA,GAB,2014,Gabon,84.29868619,31284003483,NA,488,86.92,3309,-0.63635385
1436,GB,GBR,1996,United Kingdom,55.22886157,1.69845E+12,102.02694,NA,78.413,205,2.12060976
1437,GB,GBR,1997,United Kingdom,53.73361042,1.75108E+12,99.84167,NA,78.472,NA,NA
1438,GB,GBR,1998,United Kingdom,51.3096068,1.81021E+12,98.96758,NA,78.532,421,2.232431889
1439,GB,GBR,1999,United Kingdom,51.75474044,1.86656E+12,101.19733,NA,78.591,NA,NA
1440,GB,GBR,2000,United Kingdom,54.48126061,1.93746E+12,101.93338,NA,78.651,637,2.240922928
1441,GB,GBR,2001,United Kingdom,54.54832576,1.9909E+12,101.81262,NA,78.751,NA,NA
1442,GB,GBR,2002,United Kingdom,52.87409227,2.04055E+12,102.75191,NA,79.047,853,2.126393318
1443,GB,GBR,2003,United Kingdom,51.79652517,2.10864E+12,102.07177,NA,79.339,1069,2.074545622
1444,GB,GBR,2004,United Kingdom,51.61631638,2.16111E+12,104.63343,NA,79.629,1285,1.956977844
1445,GB,GBR,2005,United Kingdom,54.044819,2.22586E+12,105.38728,105,79.915,1501,1.895131707
1446,GB,GBR,2006,United Kingdom,57.99085752,2.28511E+12,98.29451,105,80.199,1717,1.786743045
1447,GB,GBR,2007,United Kingdom,53.96359026,2.34421E+12,96.93358,105,80.479,1933,1.720002294
1448,GB,GBR,2008,United Kingdom,58.44141572,2.33326E+12,97.78373,105,80.757,2149,1.660759091
1449,GB,GBR,2009,United Kingdom,55.99541504,2.23545E+12,99.36228,110,81.031,2365,1.602091789
1450,GB,GBR,2010,United Kingdom,59.90101238,2.26988E+12,101.90886,110,81.302,2581,1.560457826
1451,GB,GBR,2011,United Kingdom,63.00590313,2.31465E+12,92.84833,110,81.57,2797,1.584397793
1452,GB,GBR,2012,United Kingdom,62.29539404,2.34194E+12,91.39314,110,81.834,3013,1.639714479
1453,GB,GBR,2013,United Kingdom,62.03703971,2.39253E+12,124.42597,110,82.092,3229,1.682162166
1454,GB,GBR,2014,United Kingdom,58.6264664,2.46288E+12,NA,110,82.345,3445,1.727374434
1455,GD,GRD,1996,Grenada,110.2317864,784770836.9,NA,NA,34.811,76,0.901485145
1456,GD,GRD,1997,Grenada,113.68329,820939739.2,NA,NA,35.074,NA,NA
1457,GD,GRD,1998,Grenada,120.47381,874644845,NA,NA,35.339,292,0.594729185
1458,GD,GRD,1999,Grenada,127.5805625,962743435,NA,NA,35.604,NA,NA
1459,GD,GRD,2000,Grenada,104.9652623,980774669.1,NA,NA,35.871,508,0.476204187
1460,GD,GRD,2001,Grenada,91.71778316,960924770.2,NA,NA,36.105,NA,NA
1461,GD,GRD,2002,Grenada,82.30610572,993954863.4,108.05139,NA,36.058,724,0.6627478
1462,GD,GRD,2003,Grenada,83.07660406,1088022488,111.20257,NA,36.011,940,0.652347803
1463,GD,GRD,2004,Grenada,86.26971257,1080978083,103.5476,NA,35.963,1156,0.605183303
1464,GD,GRD,2005,Grenada,78.37998758,1224456994,97.79458,140,35.916,1372,0.699675918
1465,GD,GRD,2006,Grenada,80.84281978,1175261878,NA,140,35.869,1588,0.566821516
1466,GD,GRD,2007,Grenada,85.15693721,1247547338,110.8847,140,35.822,1804,0.370210111
1467,GD,GRD,2008,Grenada,79.85389,1259387198,110.14045,140,35.775,2020,0.388283014
1468,GD,GRD,2009,Grenada,71.07902534,1176092463,100.78575,140,35.728,2236,0.354455173
1469,GD,GRD,2010,Grenada,73.06353001,1170079491,107.79903,140,35.681,2452,0.437402159
1470,GD,GRD,2011,Grenada,75.98772885,1179028546,NA,140,35.634,2668,0.437479377
1471,GD,GRD,2012,Grenada,75.28299895,1165407285,NA,140,35.601,2884,0.403514087
1472,GD,GRD,2013,Grenada,75.7808376,1192821183,101.1398,140,35.583,3100,0.41091305
1473,GD,GRD,2014,Grenada,69.60251131,1260630935,NA,140,35.58,3316,0.274309546
1474,GE,GEO,1996,Georgia,45.69683964,12097971315,78.72912,NA,53.6,71,-1.388785481
1475,GE,GEO,1997,Georgia,57.75272739,13370561836,79.60311,NA,53.36,NA,NA
1476,GE,GEO,1998,Georgia,53.56664052,13785704868,NA,NA,53.12,287,-0.783481479
1477,GE,GEO,1999,Georgia,57.15191566,14181252096,79.05136,NA,52.879,NA,NA
1478,GE,GEO,2000,Georgia,62.66184255,14441951979,78.88179,NA,52.638,503,-0.877600014
1479,GE,GEO,2001,Georgia,63.32994311,15135953069,79.68182,NA,52.398,NA,NA
1480,GE,GEO,2002,Georgia,71.62887576,15964470632,80.6603,NA,52.293,719,-1.138725162
1481,GE,GEO,2003,Georgia,78.25972647,17729838097,82.12241,NA,52.352,935,-0.647211552
1482,GE,GEO,2004,Georgia,79.73804799,18768333183,78.90624,NA,52.411,1151,-0.608303189
1483,GE,GEO,2005,Georgia,85.31592742,20570025753,81.6564,448,52.47,1367,-0.359255075
1484,GE,GEO,2006,Georgia,89.88222935,22500168104,83.48521,387,52.525,1583,-0.043763332
1485,GE,GEO,2007,Georgia,89.15629877,25277588828,89.8833,387,52.575,1799,-0.249133348
1486,GE,GEO,2008,Georgia,87.02354933,25862524222,90.65106,387,52.625,2015,-0.223598361
1487,GE,GEO,2009,Georgia,78.67341988,24886013613,88.10632,387,52.723,2231,-0.224222541
1488,GE,GEO,2010,Georgia,87.71559726,26442143168,NA,387,52.869,2447,-0.119074933
1489,GE,GEO,2011,Georgia,91.01649234,28345977228,NA,387,53.016,2663,-0.024522785
1490,GE,GEO,2012,Georgia,95.94884735,30098358799,NA,280,53.162,2879,0.250530988
1491,GE,GEO,2013,Georgia,102.3306148,31097603481,97.69385,280,53.309,3095,0.352309793
1492,GE,GEO,2014,Georgia,103.2845303,32579852850,99.43004,362,53.468,3311,0.742020726
1509,GH,GHA,1996,Ghana,72.20494413,36224197313,NA,NA,40.896,73,-0.221413642
1510,GH,GHA,1997,Ghana,85.40183797,37744294161,NA,NA,41.654,NA,NA
1511,GH,GHA,1998,Ghana,80.59954325,39518423484,NA,NA,42.418,289,-0.171881661
1512,GH,GHA,1999,Ghana,81.70510403,41257232876,40.73941,NA,43.184,NA,NA
1513,GH,GHA,2000,Ghana,116.0484302,42783750540,41.03656,NA,43.929,505,-0.071843393
1514,GH,GHA,2001,Ghana,110.0458542,44495100561,39.03168,NA,44.601,NA,NA
1515,GH,GHA,2002,Ghana,97.48924317,46497379953,41.02408,NA,45.275,721,-0.286378354
1516,GH,GHA,2003,Ghana,97.28714571,48915243703,42.38944,NA,45.951,937,-0.237874642
1517,GH,GHA,2004,Ghana,99.67033435,51654497345,45.16623,NA,46.63,1153,-0.224504575
1518,GH,GHA,2005,Ghana,98.17151411,54702114730,47.34028,304,47.308,1369,-0.362756491
1519,GH,GHA,2006,Ghana,65.92277107,58203002164,49.04843,304,47.988,1585,-0.019105712
1520,GH,GHA,2007,Ghana,65.35432229,60732981410,53.43077,304,48.669,1801,0.051259506
1521,GH,GHA,2008,Ghana,69.51422561,66289927193,55.77963,224,49.351,2017,-0.044087831
1522,GH,GHA,2009,Ghana,71.59473853,69502175404,58.29424,224,50.031,2233,0.031342342
1523,GH,GHA,2010,Ghana,75.37781579,74992666759,NA,224,50.713,2449,0.059723914
1524,GH,GHA,2011,Ghana,86.29545385,85526138706,57.08299,224,51.394,2665,0.039497003
1525,GH,GHA,2012,Ghana,93.16803513,93473665297,58.13869,224,52.069,2881,-0.103126362
1526,GH,GHA,2013,Ghana,81.65233262,1.00309E+11,61.0837,224,52.735,3097,-0.081666075
1527,GH,GHA,2014,Ghana,88.45141177,1.04307E+11,67.09559,224,53.392,3313,-0.214866102
1547,GM,GMB,1996,Gambia,50.95439438,1577230313,22.19602,NA,44.258,70,-0.441928476
1548,GM,GMB,1997,Gambia,48.3174981,1654514584,NA,NA,45.155,NA,NA
1549,GM,GMB,1998,Gambia,53.87096227,1712422569,NA,NA,46.057,286,-0.53126502
1550,GM,GMB,1999,Gambia,52.41329752,1822017602,NA,NA,46.961,NA,NA
1551,GM,GMB,2000,Gambia,56.35981989,1922228573,NA,NA,47.868,502,-0.409920096
1552,GM,GMB,2001,Gambia,46.92926319,2033717835,NA,NA,48.775,NA,NA
1553,GM,GMB,2002,Gambia,59.64295092,1967621999,NA,NA,49.683,718,-0.436575174
1554,GM,GMB,2003,Gambia,68.85879303,2102797627,NA,NA,50.592,934,-0.331659734
1555,GM,GMB,2004,Gambia,69.09159632,2251044858,NA,NA,51.479,1150,-0.593111575
1556,GM,GMB,2005,Gambia,70.31098334,2229847311,NA,376,52.342,1366,-0.707912207
1557,GM,GMB,2006,Gambia,61.95015475,2254913018,NA,376,53.182,1582,-0.740821064
1558,GM,GMB,2007,Gambia,56.80196546,2336789485,NA,376,53.997,1798,-0.771498919
1559,GM,GMB,2008,Gambia,56.0538028,2470795995,57.84136,376,54.789,2014,-0.752963543
1560,GM,GMB,2009,Gambia,64.61083393,2630154822,58.83489,376,55.555,2230,-0.563803852
1561,GM,GMB,2010,Gambia,66.45566275,2801762761,57.45183,376,56.297,2446,-0.559655249
1562,GM,GMB,2011,Gambia,67.07767325,2680483729,NA,376,57.014,2662,-0.498737067
1563,GM,GMB,2012,Gambia,74.91991885,2837619859,NA,376,57.706,2878,-0.642585695
1564,GM,GMB,2013,Gambia,70.06949761,2973283850,NA,376,58.373,3094,-0.701253414
1565,GM,GMB,2014,Gambia,NA,2999373243,NA,376,59.015,3310,-0.679214001
1566,GN,GIN,1996,Guinea,43.54017378,8586854725,13.25522,NA,29.77,79,-0.456128269
1567,GN,GIN,1997,Guinea,42.4150697,9031791486,NA,NA,30.067,NA,NA
1568,GN,GIN,1998,Guinea,48.21067586,9360920919,NA,NA,30.374,295,-0.726588905
1569,GN,GIN,1999,Guinea,47.67304857,9717759602,13.34679,NA,30.69,NA,NA
1570,GN,GIN,2000,Guinea,53.48171901,9961001010,NA,NA,31.017,511,-0.752232552
1571,GN,GIN,2001,Guinea,58.59690975,10325408939,17.85935,NA,31.355,NA,NA
1572,GN,GIN,2002,Guinea,55.44823507,10858675986,20.53258,NA,31.702,727,-0.518084645
1573,GN,GIN,2003,Guinea,51.14213902,10994257551,22.25854,NA,32.06,943,-0.749372005
1574,GN,GIN,2004,Guinea,50.44221808,11251536075,24.53689,NA,32.428,1159,-0.840919197
1575,GN,GIN,2005,Guinea,69.89672592,11588775279,29.19433,416,32.807,1375,-1.008442402
1576,GN,GIN,2006,Guinea,83.20710475,11878115542,32.69444,416,33.196,1591,-1.043507218
1577,GN,GIN,2007,Guinea,65.18318092,12086895083,NA,416,33.596,1807,-1.24141252
1578,GN,GIN,2008,Guinea,75.00932815,12683616959,34.08151,416,34.005,2023,-1.154891372
1579,GN,GIN,2009,Guinea,57.33091104,12648078443,NA,416,34.426,2239,-1.04705596
1580,GN,GIN,2010,Guinea,64.87751566,12892972742,NA,416,34.856,2455,-1.192249179
1581,GN,GIN,2011,Guinea,78.37647365,13396928290,37.64013,416,35.297,2671,-1.112771392
1582,GN,GIN,2012,Guinea,91.68838962,13925318145,37.61924,416,35.748,2887,-1.072872758
1583,GN,GIN,2013,Guinea,83.0640619,14245600356,NA,440,36.209,3103,-1.050905704
1584,GN,GIN,2014,Guinea,80.62149283,14302582558,38.82327,440,36.68,3319,-1.066069961
1585,GQ,GNQ,1996,Equatorial Guinea,504.8836747,1347414787,NA,NA,38.829,61,-1.254181266
1586,GQ,GNQ,1997,Equatorial Guinea,399.9873522,3368172674,NA,NA,38.823,NA,NA
1587,GQ,GNQ,1998,Equatorial Guinea,531.7374352,4168938291,NA,NA,38.817,277,-1.211206675
1588,GQ,GNQ,1999,Equatorial Guinea,412.1198257,5238855258,32.27862,NA,38.811,NA,NA
1589,GQ,GNQ,2000,Equatorial Guinea,334.1331018,6193048827,30.56901,NA,38.806,493,-1.531028628
1590,GQ,GNQ,2001,Equatorial Guinea,351.1057158,10118195459,26.95946,NA,38.8,NA,NA
1591,GQ,GNQ,2002,Equatorial Guinea,251.1257448,12087483048,26.71908,NA,38.794,709,-1.335924029
1592,GQ,GNQ,2003,Equatorial Guinea,307.0159022,13774321565,NA,NA,38.802,925,-1.551382422
1593,GQ,GNQ,2004,Equatorial Guinea,245.9963184,19008388392,NA,NA,38.822,1141,-1.705715179
1594,GQ,GNQ,2005,Equatorial Guinea,131.0244718,22192046454,27.37131,492,38.856,1357,-1.607176304
1595,GQ,GNQ,2006,Equatorial Guinea,154.8783383,23901925348,NA,492,38.903,1573,-1.533612847
1596,GQ,GNQ,2007,Equatorial Guinea,171.8363683,26830430092,NA,492,38.963,1789,-1.541703701
1597,GQ,GNQ,2008,Equatorial Guinea,135.3718521,29488889884,NA,492,39.037,2005,-1.508338332
1598,GQ,GNQ,2009,Equatorial Guinea,190.7879514,28151651605,NA,492,39.123,2221,-1.503391862
1599,GQ,GNQ,2010,Equatorial Guinea,176.0280628,27074844770,NA,492,39.223,2437,-1.492289782
1600,GQ,GNQ,2011,Equatorial Guinea,163.0756531,27599848772,NA,492,39.337,2653,-1.488369942
1601,GQ,GNQ,2012,Equatorial Guinea,161.9734161,29189737704,NA,492,39.463,2869,-1.561095476
1602,GQ,GNQ,2013,Equatorial Guinea,163.0764802,27288632550,NA,492,39.603,3085,-1.609172106
1603,GQ,GNQ,2014,Equatorial Guinea,162.7570078,27205649307,NA,492,39.756,3301,-1.836494565
1604,GR,GRC,1996,Greece,37.49623344,2.35129E+11,92.28551,NA,72.239,74,0.336624771
1605,GR,GRC,1997,Greece,39.27422875,2.45672E+11,92.03995,NA,72.358,NA,NA
1606,GR,GRC,1998,Greece,42.26828025,2.55241E+11,91.98171,NA,72.478,290,1.057184577
1607,GR,GRC,1999,Greece,47.37759844,2.63083E+11,91.1024,NA,72.597,NA,NA
1608,GR,GRC,2000,Greece,58.25395892,2.74146E+11,89.93729,NA,72.716,506,0.756496429
1609,GR,GRC,2001,Greece,56.13996927,2.84683E+11,93.5556,NA,72.913,NA,NA
1610,GR,GRC,2002,Greece,50.34899626,2.95851E+11,98.01811,NA,73.303,722,0.439533323
1611,GR,GRC,2003,Greece,48.19005372,3.12994E+11,95.0877,NA,73.689,938,0.415378869
1612,GR,GRC,2004,Greece,49.8984416,3.28834E+11,95.03828,NA,74.073,1154,0.48853609
1613,GR,GRC,2005,Greece,50.90086412,3.30804E+11,99.64309,264,74.452,1370,0.366725296
1614,GR,GRC,2006,Greece,52.85023864,3.49503E+11,99.23515,264,74.827,1586,0.351926178
1615,GR,GRC,2007,Greece,57.52437422,3.60945E+11,96.91084,264,75.199,1802,0.252671808
1616,GR,GRC,2008,Greece,59.32971572,3.59735E+11,NA,224,75.568,2018,0.09899947
1617,GR,GRC,2009,Greece,47.74384654,3.44264E+11,NA,224,75.932,2234,0.007784129
1618,GR,GRC,2010,Greece,52.82909793,3.25401E+11,104.97926,224,76.292,2450,-0.158179402
1619,GR,GRC,2011,Greece,57.84462004,2.95684E+11,103.00151,224,76.649,2666,-0.184596926
1620,GR,GRC,2012,Greece,61.81776664,2.74098E+11,105.16845,202,77,2882,-0.254630774
1621,GR,GRC,2013,Greece,63.98078881,2.65331E+11,108.19783,193,77.343,3098,-0.106362455
1622,GR,GRC,2014,Greece,67.93031175,2.67067E+11,NA,193,77.678,3314,-0.200088218
1623,GT,GTM,1996,Guatemala,40.39295296,59991346020,24.7364,NA,43.512,78,-0.823840618
1624,GT,GTM,1997,Guatemala,41.55195116,62609422312,24.70763,NA,43.914,NA,NA
1625,GT,GTM,1998,Guatemala,44.42373996,65735841235,29.59519,NA,44.318,294,-0.845809162
1626,GT,GTM,1999,Guatemala,46.36050685,68264739909,31.62842,NA,44.722,NA,NA
